House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
48,O'Connor Crossroad,Gail,Lloyd,30,Head,Married,Female,Amenity horticulturist,None,None
48,O'Connor Crossroad,Maurice,Lloyd,35,Husband,Married,Male,"Programmer, systems",None,None
48,O'Connor Crossroad,Nathan,Lloyd,0,Son,NA,Male,Child,None,NA
48,O'Connor Crossroad,Angela,Robinson,36,Lodger,Single,Female,Restaurant manager,None,Christian
48,O'Connor Crossroad,Samantha,Matthews,63,Lodger,Single,Female,Contractor,None,Christian
48,O'Connor Crossroad,Kelly,Davis,21,Lodger,Single,Female,University Student,None,None
49,O'Connor Crossroad,Helen,Dixon,43,Head,Married,Female,Diagnostic radiographer,None,Christian
49,O'Connor Crossroad,Julian,Willis,44,Husband,Married,Male,"Research officer, political party",None,None
50,O'Connor Crossroad,Julie,Hartley,37,Head,Single,Female,Stage manager,None,Christian
50,O'Connor Crossroad,Eileen,Hartley,11,Daughter,NA,Female,Student,None,NA
50,O'Connor Crossroad,Joyce,Hartley,8,Daughter,NA,Female,Student,None,NA
50,O'Connor Crossroad,Jasmine,Hartley,7,Daughter,NA,Female,Student,None,NA
50,O'Connor Crossroad,Ruth,Hartley,5,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Nicole,Taylor,41,Head,Single,Female,Mental health nurse,None,Christian
51,O'Connor Crossroad,John,Bibi,42,Partner,Single,Male,"Surveyor, commercial/residential",None,None
51,O'Connor Crossroad,Bethany,Taylor,17,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Dean,Taylor,17,Son,NA,Male,Student,None,NA
51,O'Connor Crossroad,Luke,Taylor,13,Son,NA,Male,Student,None,NA
51,O'Connor Crossroad,Carly,Taylor,12,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Lynda,Taylor,12,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Valerie,Taylor,9,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Joanna,Taylor,8,Daughter,NA,Female,Student,None,NA
51,O'Connor Crossroad,Joseph,Taylor,6,Son,NA,Male,Student,None,NA
51,O'Connor Crossroad,Marie,Taylor,1,Daughter,NA,Female,Child,None,NA
51,O'Connor Crossroad,Mohamed,Taylor,1,Son,NA,Male,Child,None,NA
52,O'Connor Crossroad,Joel,Morgan,49,Head,Married,Male,Emergency planning/management officer,None,None
52,O'Connor Crossroad,Angela,Morgan,51,Wife,Married,Female,"Physicist, medical",None,None
52,O'Connor Crossroad,Glen,Morgan,19,Son,Single,Male,"Engineer, petroleum",None,None
52,O'Connor Crossroad,Emma,Morgan,17,Daughter,NA,Female,Student,None,NA
52,O'Connor Crossroad,Derek,Morgan,17,Son,NA,Male,Student,None,NA
53,O'Connor Crossroad,Marion,Brennan,53,Head,Divorced,Female,Arts development officer,None,Christian
53,O'Connor Crossroad,Kyle,Brennan,8,Son,NA,Male,Student,None,NA
53,O'Connor Crossroad,Arthur,George-Brennan,5,Son,NA,Male,Student,None,NA
53,O'Connor Crossroad,Victor,George-Brennan,1,Son,NA,Male,Child,None,NA
53,O'Connor Crossroad,Stuart,George-Brennan,0,Son,NA,Male,Child,None,NA
53,O'Connor Crossroad,Jacqueline,Jones,23,Lodger,Single,Female,Transport planner,None,Christian
53,O'Connor Crossroad,Pamela,Price,64,Lodger,Divorced,Female,Chiropractor,None,Catholic
53,O'Connor Crossroad,Eric,Wilson,57,Lodger,Divorced,Male,"Exhibitions officer, museum/gallery",None,Christian
54,O'Connor Crossroad,Alexandra,Jones,37,Head,Divorced,Female,Unemployed,None,Christian
54,O'Connor Crossroad,Jeremy,Jones,6,Son,NA,Male,Student,None,NA
54,O'Connor Crossroad,Jodie,Jones,2,Daughter,NA,Female,Child,None,NA
54,O'Connor Crossroad,Christopher,Jones,0,Son,NA,Male,Child,None,NA
54,O'Connor Crossroad,Hugh,Smith,39,Lodger,Single,Male,Research scientist (medical),None,Methodist
54,O'Connor Crossroad,Toby,Allen,20,Lodger,Divorced,Male,Unemployed,None,None
54,O'Connor Crossroad,Daniel,Gibbons,54,Lodger,Single,Male,Equities trader,None,Catholic
54,O'Connor Crossroad,Gordon,Briggs,22,Lodger,Divorced,Male,University Student,None,Catholic
54,O'Connor Crossroad,Katy,Dobson,62,Cousin,Single,Female,Academic librarian,None,None
55,O'Connor Crossroad,Michelle,Carter,44,Head,Married,Female,Logistics and distribution manager,None,Catholic
55,O'Connor Crossroad,Stuart,Carter,48,Husband,Married,Male,Unemployed,None,Catholic
55,O'Connor Crossroad,Kevin,Carter,12,Son,NA,Male,Student,None,NA
55,O'Connor Crossroad,Joel,Carter,10,Son,NA,Male,Student,None,NA
55,O'Connor Crossroad,Russell,Carter,3,Son,NA,Male,Child,None,NA
55,O'Connor Crossroad,Jacqueline,Carter,2,Daughter,NA,Female,Child,None,NA
55,O'Connor Crossroad,Martin,Brown,30,Lodger,Single,Male,Community development worker,None,Christian
55,O'Connor Crossroad,Max,Wood,56,Lodger,Single,Male,"Chemist, analytical",None,Catholic
55,O'Connor Crossroad,Keith,Birch,21,Lodger,Single,Male,University Student,None,Catholic
55,O'Connor Crossroad,Eleanor,Hall,59,Lodger,Single,Female,Data scientist,None,Christian
55,O'Connor Crossroad,Stephen,Morris,25,Lodger,Single,Male,Herpetologist,None,None
55,O'Connor Crossroad,Stephen,Harrison,53,Lodger,Single,Male,"Scientist, research (physical sciences)",None,Catholic
56,O'Connor Crossroad,Sheila,Pickering,41,Head,Single,Female,Orthoptist,None,None
56,O'Connor Crossroad,Stuart,Davies,44,Partner,Single,Male,"Nurse, mental health",None,None
56,O'Connor Crossroad,Kyle,Pickering,21,Son,Single,Male,University Student,None,None
56,O'Connor Crossroad,Paula,Pickering,16,Daughter,NA,Female,Student,None,NA
56,O'Connor Crossroad,Alice,Pickering,16,Daughter,NA,Female,Student,None,NA
57,O'Connor Crossroad,Mohamed,Hilton,52,Head,Single,Male,"Exhibitions officer, museum/gallery",None,None
57,O'Connor Crossroad,Jessica,Pope,45,None,Single,Female,Counselling psychologist,None,Catholic
57,O'Connor Crossroad,Dylan,O'Neill,51,None,Single,Male,"Surveyor, building",None,Methodist
57,O'Connor Crossroad,Matthew,Jones,42,None,Single,Male,"Doctor, general practice",None,None
57,O'Connor Crossroad,Vincent,Wilson,49,None,Single,Male,Product designer,None,Christian
57,O'Connor Crossroad,Raymond,Parker,43,None,Single,Male,Economist,None,Christian
57,O'Connor Crossroad,Andrew,Bates,44,None,Single,Male,Leisure centre manager,None,None
58,O'Connor Crossroad,Katherine,Holmes,49,Head,Married,Female,Clinical molecular geneticist,None,Catholic
58,O'Connor Crossroad,Alexander,Holmes,51,Husband,Married,Male,Risk manager,None,None
58,O'Connor Crossroad,Abdul,Holmes,20,Son,Single,Male,University Student,None,None
58,O'Connor Crossroad,Donna,Holmes,9,Daughter,NA,Female,Student,None,NA
59,O'Connor Crossroad,Lindsey,Thomas,20,Head,Single,Female,University Student,None,Christian
59,O'Connor Crossroad,Jenna,Baker,18,None,Single,Female,University Student,None,Methodist
59,O'Connor Crossroad,Kayleigh,Hayes,18,None,Single,Female,University Student,None,Methodist
59,O'Connor Crossroad,Reece,Hayes,18,None,Single,Male,University Student,None,Methodist
59,O'Connor Crossroad,Lauren,Jackson,19,None,Single,Female,University Student,None,Muslim
60,O'Connor Crossroad,Benjamin,Warren,36,Head,Single,Male,Arts development officer,None,Christian
60,O'Connor Crossroad,Alexander,Phillips,19,None,Single,Male,University Student,None,None
60,O'Connor Crossroad,Gerard,Taylor,22,None,Single,Male,University Student,None,Christian
60,O'Connor Crossroad,Paula,Foster,56,None,Single,Female,Metallurgist,None,Christian
60,O'Connor Crossroad,Steven,Ryan,33,None,Single,Male,Naval architect,None,Sikh
60,O'Connor Crossroad,Norman,Moore,47,None,Single,Male,"Journalist, broadcasting",None,None
60,O'Connor Crossroad,Janice,Singh,61,None,Single,Female,Radiation protection practitioner,None,Christian
60,O'Connor Crossroad,Francesca,Alexander,39,None,Single,Female,Medical illustrator,None,Catholic
61,O'Connor Crossroad,Stacey,Jones,20,Head,Single,Female,University Student,None,None
61,O'Connor Crossroad,Molly,Potts,22,None,Single,Female,University Student,None,None
61,O'Connor Crossroad,Louise,Baker,18,None,Single,Female,University Student,None,None
61,O'Connor Crossroad,Paul,Connor,20,None,Single,Male,University Student,None,None
61,O'Connor Crossroad,Nicholas,Johnson,20,None,Single,Male,University Student,None,Catholic
61,O'Connor Crossroad,Frank,Henderson,21,None,Single,Male,University Student,None,Christian
61,O'Connor Crossroad,Lynda,Bell,20,None,Single,Female,University Student,None,Christian
61,O'Connor Crossroad,Jill,Jones,18,None,Single,Female,University Student,None,Christian
61,O'Connor Crossroad,Tom,Smith,18,None,Single,Male,University Student,None,Christian
61,O'Connor Crossroad,Bernard,Stephens,18,None,Single,Male,University Student,None,Christian
61,O'Connor Crossroad,Timothy,Holland,19,None,Single,Male,University Student,None,Muslim
61,O'Connor Crossroad,Carole,Harvey,21,None,Single,Female,University Student,None,None
61,O'Connor Crossroad,Aimee,Miller,18,None,Single,Female,University Student,None,Methodist
61,O'Connor Crossroad,Kate,Miles,18,None,Single,Female,University Student,None,None
61,O'Connor Crossroad,Brian,Stephenson,21,None,Single,Male,University Student,None,Methodist
61,O'Connor Crossroad,Paul,Wilkinson,22,None,Single,Male,University Student,None,Christian
61,O'Connor Crossroad,Carly,Hunt,22,None,Single,Female,University Student,None,None
61,O'Connor Crossroad,Kirsty,Morton,19,None,Single,Female,University Student,None,Methodist
61,O'Connor Crossroad,Lucy,Hudson,29,None,Single,Female,PhD Student,None,None
61,O'Connor Crossroad,Patrick,Smith,21,None,Single,Male,University Student,None,Muslim
62,O'Connor Crossroad,Julie,Sutton,30,Head,Single,Female,Unemployed,None,None
62,O'Connor Crossroad,Charlene,Sutton,14,Daughter,NA,Female,Student,None,NA
62,O'Connor Crossroad,Carol,Sutton,11,Daughter,NA,Female,Student,None,NA
62,O'Connor Crossroad,Ashleigh,Sutton,10,Daughter,NA,Female,Student,None,NA
62,O'Connor Crossroad,Teresa,Sutton,7,Daughter,NA,Female,Student,None,NA
63,O'Connor Crossroad,Hollie,Reynolds,64,Head,Married,Female,Unemployed,None,Christian
63,O'Connor Crossroad,Anthony,Reynolds,61,Husband,Married,Male,Product manager,None,None
63,O'Connor Crossroad,Lawrence,Harvey,42,Son,Single,Male,Colour technologist,None,None
63,O'Connor Crossroad,Lynne,Harvey,38,Daughter,Single,Female,"Education officer, environmental",None,None
63,O'Connor Crossroad,Charlie,Harvey,38,Son,Divorced,Male,"Engineer, aeronautical",None,Christian
63,O'Connor Crossroad,Kimberley,Harvey,34,Daughter,Single,Female,"Teacher, early years/pre",None,None
63,O'Connor Crossroad,Jenna,Harvey,33,Daughter,Single,Female,Product manager,None,Christian
63,O'Connor Crossroad,Martin,Harvey,29,Son,Single,Male,"Administrator, arts",None,Christian
63,O'Connor Crossroad,Marian,Harvey,25,Daughter,Single,Female,"Engineer, broadcasting (operations)",None,Christian
63,O'Connor Crossroad,Melanie,Harvey,7,Daughter,NA,Female,Student,None,NA
64,O'Connor Crossroad,Janet,Rose,22,Head,Divorced,Female,Unemployed,None,Christian
64,O'Connor Crossroad,Kathryn,Gregory,42,Sibling,Single,Female,Seismic interpreter,None,None
64,O'Connor Crossroad,Jonathan,Barnes,34,Lodger,Divorced,Male,Unemployed,None,None
64,O'Connor Crossroad,Antony,Butler,39,Lodger,Single,Male,Academic librarian,None,Muslim
64,O'Connor Crossroad,Kathleen,Williams,25,Lodger,Single,Female,PhD Student,None,None
65,O'Connor Crossroad,Wayne,Thomson,67,Head,Married,Male,"Scientist, marine",None,Christian
65,O'Connor Crossroad,Marie,Thomson,65,Wife,Married,Female,Barrister's clerk,None,None
65,O'Connor Crossroad,Bernard,Thomson,35,Son,Single,Male,"Lighting technician, broadcasting/film/video",None,Christian
65,O'Connor Crossroad,George,Thomson,32,Son,Single,Male,"Designer, television/film set",None,Christian
65,O'Connor Crossroad,Craig,Thomson,30,Son,Single,Male,Tax inspector,None,None
65,O'Connor Crossroad,Connor,Thomson,29,Son,Divorced,Male,Unemployed,None,None
65,O'Connor Crossroad,Deborah,Thomson,25,Daughter,Single,Female,Music tutor,None,Christian
65,O'Connor Crossroad,Sean,Thomson,23,Son,Single,Male,Geographical information systems officer,None,Christian
65,O'Connor Crossroad,Joe,Thomson,20,Son,Single,Male,University Student,None,Christian
65,O'Connor Crossroad,Charlie,Thomson,4,Son,NA,Male,Child,None,NA
66,O'Connor Crossroad,Ashleigh,Morris,51,Head,Married,Female,"Research officer, government",None,Christian
66,O'Connor Crossroad,Sean,Morris,53,Husband,Married,Male,Electrical engineer,None,None
66,O'Connor Crossroad,Sally,Morris,22,Daughter,Widowed,Female,University Student,None,Christian
66,O'Connor Crossroad,Victor,Morris,21,Son,Single,Male,University Student,None,Christian
66,O'Connor Crossroad,Vanessa,Morris,18,Daughter,Divorced,Female,Student,None,Christian
66,O'Connor Crossroad,Ashley,Morris,14,Son,NA,Male,Student,None,NA
66,O'Connor Crossroad,Danielle,Morris,11,Daughter,NA,Female,Student,None,NA
66,O'Connor Crossroad,Laura,Morris,9,Daughter,NA,Female,Student,None,NA
66,O'Connor Crossroad,Diana,Morris,9,Daughter,NA,Female,Student,None,NA
66,O'Connor Crossroad,Connor,Morris,6,Son,NA,Male,Student,None,NA
66,O'Connor Crossroad,Jessica,Morris,0,Daughter,NA,Female,Child,None,NA
67,O'Connor Crossroad,Suzanne,Hall,54,Head,Single,Female,English as a foreign language teacher,None,None
67,O'Connor Crossroad,Phillip,Moran,56,Partner,Single,Male,"Scientist, research (medical)",None,None
68,O'Connor Crossroad,Elizabeth,Grant,28,Head,Married,Female,"Scientist, forensic",None,Christian
68,O'Connor Crossroad,Nathan,Grant,28,Husband,Married,Male,"Psychologist, counselling",None,Christian
68,O'Connor Crossroad,Joel,Grant,2,Son,NA,Male,Child,None,NA
68,O'Connor Crossroad,Mohammad,Grant,0,Son,NA,Male,Child,None,NA
68,O'Connor Crossroad,Francesca,Peacock,22,Lodger,Divorced,Female,University Student,None,Catholic
69,O'Connor Crossroad,Alice,Flynn,31,Head,Single,Female,"Production assistant, radio",None,Methodist
69,O'Connor Crossroad,Howard,Wright,32,Partner,Single,Male,Early years teacher,None,None
69,O'Connor Crossroad,Kelly,Flynn,5,Daughter,NA,Female,Student,None,NA
69,O'Connor Crossroad,Keith,Flynn,4,Son,NA,Male,Child,None,NA
69,O'Connor Crossroad,Kyle,Flynn,0,Son,NA,Male,Child,None,NA
69,O'Connor Crossroad,Craig,Grant,49,Lodger,Single,Male,Barista,None,Catholic
69,O'Connor Crossroad,Joshua,Patel,64,Lodger,Single,Male,Hydrologist,None,Catholic
69,O'Connor Crossroad,Toby,Noble,59,Lodger,Single,Male,Data processing manager,None,None
69,O'Connor Crossroad,Danielle,Baker,44,Visitor,Single,Female,Advertising art director,None,Christian
69,O'Connor Crossroad,Nicholas,Taylor,32,Lodger,Divorced,Male,Health physicist,None,Muslim
69,O'Connor Crossroad,Ben,Gill,33,Lodger,Single,Male,Archaeologist,None,Christian
69,O'Connor Crossroad,Terence,Bennett,18,Lodger,Divorced,Male,Student,None,NA
69,O'Connor Crossroad,Abigail,Anderson,38,Lodger,Single,Female,Unemployed,None,Methodist
69,O'Connor Crossroad,Owen,Smith,64,Lodger,Widowed,Male,Quarry manager,None,Methodist
69,O'Connor Crossroad,Frank,Turnbull,50,Lodger,Single,Male,Unemployed,None,None
69,O'Connor Crossroad,Lesley,Gould,26,Lodger,Single,Female,Radio broadcast assistant,None,Methodist
69,O'Connor Crossroad,Joyce,Hamilton,48,Lodger,Single,Female,Musician,None,Christian
70,O'Connor Crossroad,Olivia,Barber,52,Head,Single,Female,Equities trader,None,Christian
70,O'Connor Crossroad,Peter,Barber,28,Son,Single,Male,"Therapist, music",None,Christian
70,O'Connor Crossroad,Margaret,Barber,24,Daughter,Divorced,Female,Occupational hygienist,None,Christian
71,O'Connor Crossroad,Janice,Anderson,56,Head,Married,Female,Learning disability nurse,None,None
71,O'Connor Crossroad,James,Anderson,59,Husband,Married,Male,"Editor, commissioning",None,None
71,O'Connor Crossroad,Henry,Anderson,16,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Antony,Anderson,14,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Gavin,Anderson,11,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Gerald,Anderson,9,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Mitchell,Anderson,7,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Leigh,Anderson,6,Son,NA,Male,Student,None,NA
71,O'Connor Crossroad,Alice,Anderson,2,Daughter,NA,Female,Child,None,NA
71,O'Connor Crossroad,Tina,Anderson,0,Daughter,NA,Female,Child,None,NA
71,O'Connor Crossroad,Christine,Hall,30,Lodger,Divorced,Female,Health physicist,None,Catholic
72,O'Connor Crossroad,Julia,Richards,50,Head,Married,Female,Clinical biochemist,None,None
72,O'Connor Crossroad,Simon,Richards,51,Husband,Married,Male,Editorial assistant,None,None
72,O'Connor Crossroad,Carole,Richards,11,Daughter,NA,Female,Student,None,NA
72,O'Connor Crossroad,Hollie,Jackson-Richards,7,Daughter,NA,Female,Student,None,NA
72,O'Connor Crossroad,Duncan,Jackson-Richards,3,Son,NA,Male,Child,None,NA
72,O'Connor Crossroad,Martin,Jackson-Richards,0,Son,NA,Male,Child,None,NA
72,O'Connor Crossroad,Arthur,Holden,64,Sibling,Single,Male,Field trials officer,None,None
72,O'Connor Crossroad,Gail,Brown,28,Cousin,Single,Female,Special educational needs teacher,None,None
72,O'Connor Crossroad,Mary,Pickering,39,Lodger,Single,Female,Theme park manager,None,Christian
72,O'Connor Crossroad,Aimee,Goodwin,61,Sibling,Divorced,Female,Chartered loss adjuster,None,Christian
72,O'Connor Crossroad,Mohamed,Patel,37,Lodger,Divorced,Male,Product designer,None,Catholic
73,O'Connor Crossroad,Norman,Robinson,55,Head,Single,Male,Government social research officer,None,Catholic
73,O'Connor Crossroad,Lydia,Robinson,19,Daughter,Single,Female,University Student,None,None
73,O'Connor Crossroad,Shirley,Robinson,17,Daughter,NA,Female,Student,None,NA
73,O'Connor Crossroad,Ricky,Robinson,13,Son,NA,Male,Student,None,NA
73,O'Connor Crossroad,Peter,Robinson,12,Son,NA,Male,Student,None,NA
74,O'Connor Crossroad,Kayleigh,Hammond,32,Head,Divorced,Female,Unemployed,None,Muslim
74,O'Connor Crossroad,Wayne,Hammond,0,Son,NA,Male,Child,None,NA
75,O'Connor Crossroad,Teresa,Hunt,37,Head,Single,Female,Unemployed,None,Christian
75,O'Connor Crossroad,Oliver,Hunt,10,Son,NA,Male,Student,None,NA
75,O'Connor Crossroad,Samantha,Hunt,6,Daughter,NA,Female,Student,None,NA
75,O'Connor Crossroad,Victor,Hunt,5,Son,NA,Male,Student,None,NA
75,O'Connor Crossroad,Benjamin,Hunt,5,Son,NA,Male,Student,None,NA
75,O'Connor Crossroad,Lucy,Hunt,3,Daughter,NA,Female,Child,None,NA
75,O'Connor Crossroad,Albert,Hunt,2,Son,NA,Male,Child,None,NA
75,O'Connor Crossroad,Josh,James,42,Lodger,Single,Male,Animal technologist,None,None
76,O'Connor Crossroad,Rebecca,Perkins,23,Head,Divorced,Female,Race relations officer,None,None
76,O'Connor Crossroad,Iain,Perkins,3,Son,NA,Male,Child,None,NA
76,O'Connor Crossroad,Ryan,Perkins,0,Son,NA,Male,Child,None,NA
76,O'Connor Crossroad,Raymond,Vaughan,26,Lodger,Single,Male,Museum education officer,None,Catholic
76,O'Connor Crossroad,Rebecca,Wilkinson,63,Lodger,Divorced,Female,Clinical molecular geneticist,None,None
77,O'Connor Crossroad,Lindsey,Stokes,47,Head,Single,Female,Unemployed,None,Christian
77,O'Connor Crossroad,Antony,Stokes,27,Son,Divorced,Male,Higher education lecturer,None,None
77,O'Connor Crossroad,Jenna,Stokes,24,Daughter,Single,Female,Unemployed,None,None
